p1_mean_hp,p1_mean_spe,p1_mean_atk,p1_mean_def,p1_mean_spa,p1_mean_spd,p2_lead_hp,p2_lead_spe,p2_lead_atk,p2_lead_def,p2_lead_spa,p2_lead_spd,diff_accuracy,diff_base_power,diff_null_moves,diff_boosts_score,switch_diff,diff_stab,diff_x4_eff,diff_x2_eff,diff_x0_5_eff,diff_x0_25_eff,p1_first_ko,p2_first_ko,p1_final_alive,p2_final_alive,p1_final_fainted,p2_final_fainted,p1_final_hp_sum,p2_final_hp_sum,p1_freeze_turns,p2_freeze_turns,p1_brn_turns,p2_brn_turns,p1_par_turns,p2_par_turns,p1_psn_turns,p2_psn_turns,p1_tox_turns,p2_tox_turns,p1_slp_turns,p2_slp_turns,p1_net_damage,p1_damage_ratio
133.33333333333334,67.5,80.83333333333333,69.16666666666667,97.5,97.5,65,95,50,35,95,95,9,152,0.09999999999999998,0.0,-3,-0.1,0.0,-0.06666666666666667,0.03333333333333333,-0.03333333333333333,2,31,1,6,5,0,1.0,2.43,0,0,0,0,0,5,0,0,0,0,0,4,-0.89,0.7554945054945055
107.5,78.33333333333333,65.0,65.0,97.5,97.5,160,30,110,65,65,65,0,925,0.2666666666666666,0.0,-5,0.16666666666666666,0.0,0.26666666666666666,0.06666666666666667,0.0,15,31,3,5,1,0,2.09,2.43,0,0,0,0,10,4,0,0,0,0,0,7,1.4100000000000001,1.5850622406639001
121.66666666666667,70.83333333333333,75.83333333333333,63.333333333333336,97.5,97.5,55,120,50,45,135,135,9,103,0.06666666666666668,0.0,-5,0.03333333333333333,0.0,-0.03333333333333333,-0.06666666666666667,0.0,28,31,4,6,1,0,3.391216769791484,2.4386686905938086,0,0,0,0,11,9,0,0,0,0,0,0,0.23722666518986257,1.1848773540661024
114.16666666666667,72.5,75.83333333333333,79.16666666666667,97.5,97.5,95,55,95,85,125,125,-18,725,0.033333333333333326,-7.466666666666667,-1,0.6666666666666666,0.0,0.0,0.06666666666666667,-0.03333333333333333,7,31,3,4,1,0,2.91,2.4,0,0,0,0,0,24,0,0,0,0,1,0,0.51,1.467889908256881
117.5,77.5,78.33333333333333,69.16666666666667,86.66666666666667,86.66666666666667,65,95,50,35,95,95,8,-725,0.06666666666666668,0.0,-2,-0.1,-0.1,-0.06666666666666667,0.26666666666666666,0.0,23,31,3,6,2,0,2.01,2.95,1,5,0,0,6,6,0,0,0,0,1,5,0.36,1.144578313253012
121.66666666666667,76.66666666666667,79.16666666666667,70.0,98.33333333333333,98.33333333333333,60,115,75,85,100,100,10,-640,0.06666666666666668,-1.2666666666666666,-1,-0.06666666666666667,0.0,0.0,0.1,0.0,6,6,2,5,4,1,1.07,3.84,2,0,0,0,3,8,0,0,0,0,0,0,-1.9599999999999997,0.48010610079575594
120.83333333333333,77.5,75.0,63.333333333333336,104.16666666666667,104.16666666666667,95,55,95,85,125,125,1,-1086,-0.1,0.0,-1,-0.5,0.0,0.16666666666666666,0.13333333333333333,0.0,4,31,2,5,3,0,1.25,3.02,0,0,0,0,4,9,0,0,0,0,4,0,-2.88,0.4074074074074075
129.16666666666666,66.66666666666667,74.16666666666667,60.833333333333336,92.5,92.5,60,115,75,85,100,100,-8,-820,0.033333333333333326,-0.06666666666666667,-2,0.0,0.0,0.06666666666666667,-0.06666666666666667,-0.06666666666666667,19,31,4,5,1,0,1.4841454337551823,2.205275561968525,0,0,0,0,5,6,0,0,0,0,0,4,-0.15240154132800265,0.9283656461456887
115.83333333333333,90.0,70.0,59.166666666666664,101.66666666666667,101.66666666666667,60,115,75,85,100,100,16,478,0.13333333333333333,0.26666666666666666,-6,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,16,16,1,3,4,3,0.45,0.36,0,0,0,0,2,14,0,0,0,0,1,0,1.7399999999999998,1.4901408450704223
75.83333333333333,94.16666666666667,84.16666666666667,77.5,102.5,102.5,65,95,50,35,95,95,8,1021,0.23333333333333336,0.0,-3,0.4,0.0,0.0,0.06666666666666667,0.0,31,31,6,6,0,0,4.46,4.03,0,0,0,0,0,14,0,0,0,0,0,0,0.060000000000000164,1.0461538461538464
115.83333333333333,79.16666666666667,70.83333333333333,59.166666666666664,105.0,105.0,95,55,95,85,125,125,1,462,0.0,0.6,-3,0.03333333333333333,0.0,-0.1,0.0,0.0,7,31,2,6,4,0,2.0,3.0351789859194422,0,1,0,0,12,0,0,0,0,0,0,1,-1.1223816464992644,0.7314338728379849
118.33333333333333,74.16666666666667,74.16666666666667,60.833333333333336,85.83333333333333,85.83333333333333,55,120,50,45,135,135,15,1018,0.09999999999999999,0.0,-7,-0.1,0.0,0.13333333333333333,0.13333333333333333,0.0,8,31,1,6,2,0,1.0,2.86,0,0,0,0,7,9,0,0,0,0,3,6,0.44999999999999996,1.1973684210526314
110.0,75.83333333333333,75.83333333333333,75.83333333333333,105.0,105.0,60,115,75,85,100,100,0,-115,0.06666666666666665,-0.4,-5,0.03333333333333333,0.0,0.13333333333333333,0.03333333333333333,0.0,31,31,3,6,0,0,1.94,3.4,0,5,0,0,15,10,0,0,0,0,0,0,1.2100000000000002,1.9307692307692312
120.83333333333333,80.83333333333333,75.83333333333333,68.33333333333333,103.33333333333333,103.33333333333333,60,110,65,60,130,130,7,848,0.033333333333333326,-0.26666666666666666,-9,0.3333333333333333,0.0,0.03333333333333333,0.1,0.0,8,31,4,5,2,0,3.4608601758647044,1.563179893904417,0,2,0,0,7,1,0,0,0,0,1,7,-0.2720753891538818,0.8784769421369695
124.16666666666667,66.66666666666667,85.83333333333333,75.83333333333333,85.0,85.0,60,115,75,85,100,100,7,-456,0.0,0.0,-1,-0.03333333333333333,0.0,0.16666666666666666,0.1,0.0,31,31,6,6,0,0,4.71,3.52,0,0,0,0,5,14,0,0,0,0,1,2,0.43000000000000005,1.2756410256410258
129.16666666666666,66.66666666666667,74.16666666666667,60.833333333333336,92.5,92.5,55,120,50,45,135,135,-1,1060,0.19999999999999998,0.2,-4,0.5,0.0,0.0,-0.03333333333333333,0.0,27,31,3,6,1,0,2.18,2.5500000000000003,0,4,0,0,14,13,0,0,0,0,2,2,0.96,1.3902439024390245
121.66666666666667,76.66666666666667,79.16666666666667,70.0,98.33333333333333,98.33333333333333,60,110,65,60,130,130,5,-697,-0.033333333333333326,0.13333333333333333,-1,-0.2,0.0,0.0,-0.1,0.06666666666666667,15,31,3,6,2,0,2.5144339385825454,4.559835213213046,0,0,0,0,0,5,0,0,0,0,7,4,-0.625631748913001,0.5666316879883679
116.66666666666667,82.5,70.83333333333333,59.166666666666664,101.66666666666667,101.66666666666667,60,115,75,85,100,100,14,1420,0.1,0.0,7,0.16666666666666666,0.1,0.16666666666666666,0.03333333333333333,0.0,27,31,3,6,1,0,1.96,2.09,0,2,0,0,1,3,0,0,0,0,0,0,1.5399999999999998,2.175572519083969
126.83333333333333,61.666666666666664,91.5,75.83333333333333,90.0,90.0,60,115,75,85,100,100,10,-354,0.16666666666666666,0.0,-1,0.2,-0.06666666666666667,-0.03333333333333333,0.06666666666666667,0.0,25,31,4,5,1,0,2.64,2.4,0,0,0,0,2,21,0,0,0,0,0,2,0.1499999999999999,1.0847457627118644
115.83333333333333,80.0,72.5,63.333333333333336,100.0,100.0,65,95,50,35,95,95,7,1005,0.1,0.0,-2,0.06666666666666667,0.0,0.13333333333333333,-0.03333333333333333,0.0,30,30,4,5,1,1,3.1593808717254115,2.7285851763180746,0,0,0,0,9,16,0,0,0,0,1,0,1.0017547036645547,1.5952946379342194
108.33333333333333,82.5,72.5,79.16666666666667,93.33333333333333,93.33333333333333,60,115,75,85,100,100,6,1100,0.2666666666666667,0.0,-4,0.2,0.0,0.06666666666666667,-0.2,0.0,26,31,4,5,1,0,4.0,1.9088579042966582,0,6,0,0,0,10,0,0,0,0,1,0,0.9920508744038157,1.8454681594523283
117.5,75.83333333333333,72.5,61.666666666666664,93.33333333333333,93.33333333333333,55,120,50,45,135,135,-5,285,0.06666666666666665,2.2666666666666666,0,-0.1,0.0,0.03333333333333333,-0.1,0.0,31,31,4,6,0,0,2.2,3.2199999999999998,0,0,0,0,8,0,0,0,0,0,4,4,0.9400000000000002,1.5911949685534599
110.0,79.16666666666667,70.83333333333333,71.66666666666667,86.66666666666667,86.66666666666667,65,95,50,35,95,95,-6,-520,-0.06666666666666668,-0.6,6,-0.2,0.0,0.03333333333333333,0.0,0.0,9,9,3,5,3,1,1.52,3.18,0,0,0,0,14,7,0,0,0,0,0,0,0.94,1.5987261146496816
120.0,67.5,82.5,77.5,86.66666666666667,86.66666666666667,160,30,110,65,65,65,4,785,0.13333333333333333,0.06666666666666667,-7,0.06666666666666667,0.0,0.2,-0.03333333333333333,0.0,9,31,3,6,2,0,2.8975817923186344,3.1693900790632825,0,2,0,0,11,0,0,0,0,0,1,6,0.4843894362694867,1.2894876942123563
97.5,86.66666666666667,70.0,82.5,103.33333333333333,103.33333333333333,60,115,75,85,100,100,-4,550,0.2333333333333333,0.0,-10,0.3333333333333333,0.0,-0.4,0.4,0.0,31,31,4,4,0,0,3.44,1.83,1,5,0,0,4,15,0,0,0,0,0,1,0.8800000000000001,5.190476190476192
127.5,70.83333333333333,74.16666666666667,62.5,99.16666666666667,99.16666666666667,60,115,75,85,100,100,7,626,0.06666666666666668,0.13333333333333333,-9,0.0,0.0,-0.13333333333333333,0.16666666666666666,0.0,7,31,2,6,3,0,0.98,2.95,0,4,0,0,9,2,0,0,0,0,3,3,-0.18999999999999984,0.910377358490566
124.16666666666667,66.66666666666667,85.83333333333333,75.83333333333333,85.0,85.0,60,110,65,60,130,130,11,1050,0.2666666666666666,-0.2,-3,0.43333333333333335,0.0,-0.03333333333333333,0.03333333333333333,0.0,13,31,2,6,2,0,1.8199999999999998,3.08,0,0,0,0,7,14,0,0,0,0,4,3,1.0099999999999998,1.721428571428571
117.5,81.66666666666667,75.0,65.83333333333333,95.83333333333333,95.83333333333333,60,110,65,60,130,130,1,910,0.13333333333333333,0.0,0,0.26666666666666666,0.0,0.0,0.03333333333333333,0.0,7,31,4,4,1,0,2.71,1.91,0,4,0,0,12,3,0,0,0,0,0,9,-0.15000000000000013,0.9137931034482757
109.16666666666667,79.16666666666667,68.33333333333333,70.83333333333333,92.5,92.5,55,120,50,45,135,135,-3,-77,0.1,-6.0,-2,-0.16666666666666666,0.0,0.03333333333333333,0.3333333333333333,0.0,9,9,3,5,1,1,1.4433398881421422,3.099200807024081,0,0,0,0,4,8,0,0,0,0,0,1,0.272567245858523,1.1175550759745654
116.83333333333333,70.0,76.5,62.5,92.5,92.5,55,120,50,45,135,135,2,-1829,-0.19999999999999998,0.0,3,-0.23333333333333334,0.0,0.06666666666666667,0.03333333333333333,0.0,13,31,3,5,2,0,1.72,3.75,0,0,0,0,15,14,0,0,0,0,0,0,-1.4499999999999997,0.4629629629629629
114.16666666666667,76.66666666666667,62.5,49.166666666666664,109.16666666666667,109.16666666666667,60,110,65,60,130,130,7,-60,0.16666666666666666,0.6,-9,0.0,0.0,0.23333333333333334,0.3,0.0,31,31,4,6,0,0,4.0,4.2,0,0,0,0,17,18,0,0,0,0,2,0,-0.32,0.818181818181818
114.16666666666667,77.5,64.16666666666667,53.333333333333336,104.16666666666667,104.16666666666667,80,70,105,65,100,100,7,-66,0.06666666666666665,0.26666666666666666,-4,-0.1,0.0,0.03333333333333333,0.06666666666666667,0.0,31,31,5,5,0,0,2.98,2.74,1,6,0,0,9,2,0,0,0,0,0,3,-0.8400000000000001,0.34375
123.33333333333333,64.16666666666667,73.33333333333333,76.66666666666667,101.66666666666667,101.66666666666667,65,95,50,35,95,95,0,463,0.033333333333333354,-0.4,0,-0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.0,31,31,5,6,0,0,2.633636033506357,3.141594438526839,0,1,0,0,14,10,0,0,0,0,0,1,1.2248809008615884,2.2709371449378803
120.83333333333333,77.5,75.0,63.333333333333336,104.16666666666667,104.16666666666667,60,115,75,85,100,100,-4,154,-0.1333333333333333,-0.13333333333333333,2,-0.16666666666666666,0.03333333333333333,0.13333333333333333,0.0,0.0,31,31,6,6,0,0,3.5100000000000002,3.42,0,0,0,0,12,7,0,0,0,0,0,4,0.08000000000000002,1.0583941605839415
123.33333333333333,61.666666666666664,72.5,65.83333333333333,90.0,90.0,55,120,50,45,135,135,-2,536,0.16666666666666666,-1.0,-8,0.03333333333333333,0.0,0.0,0.13333333333333333,0.0,7,28,1,5,4,1,1.0,2.34,0,0,0,0,0,0,0,0,0,0,0,7,-0.7700000000000001,0.8075
120.83333333333333,80.83333333333333,75.83333333333333,68.33333333333333,103.33333333333333,103.33333333333333,60,110,65,60,130,130,4,480,0.13333333333333333,-0.13333333333333333,-4,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,13,30,2,4,2,1,2.0,2.36,0,6,0,0,10,6,0,0,0,0,1,0,0.21999999999999997,1.11
72.5,90.0,82.5,90.0,105.0,105.0,95,55,95,85,125,125,-7,900,0.4,-0.26666666666666666,-3,0.7333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.0,8,31,3,5,1,0,3.0,3.08,0,0,0,0,5,3,0,0,0,0,0,1,0.51,1.51
115.83333333333333,80.0,72.5,63.333333333333336,100.0,100.0,55,120,50,45,135,135,0,-115,0.13333333333333333,0.13333333333333333,-1,0.1,0.0,0.0,-0.06666666666666667,0.0,19,19,4,4,1,1,3.0151714842179613,2.376120251703724,0,0,0,0,10,12,0,0,0,0,0,5,-0.46931931862538023,0.8030217823236537
115.83333333333333,82.5,70.83333333333333,65.83333333333333,109.16666666666667,109.16666666666667,95,55,95,85,125,125,0,731,0.06666666666666668,0.06666666666666667,-6,0.03333333333333333,0.03333333333333333,0.0,0.13333333333333333,0.0,22,31,4,6,1,0,3.5,2.7,3,1,0,0,12,6,0,0,0,0,0,5,0.8399999999999999,1.7368421052631577
117.5,75.0,70.83333333333333,57.5,98.33333333333333,98.33333333333333,75,110,100,95,70,70,10,-861,0.13333333333333333,0.2,1,-0.06666666666666667,0.0,0.23333333333333334,-0.06666666666666667,0.0,7,31,3,6,3,0,1.4300000000000002,3.21,1,0,0,0,0,16,0,0,0,0,0,1,-0.9299999999999999,0.7056962025316456
116.66666666666667,78.33333333333333,75.0,65.83333333333333,99.16666666666667,99.16666666666667,60,110,65,60,130,130,-2,715,-0.033333333333333326,-0.06666666666666667,2,-0.1,0.0,0.06666666666666667,0.0,0.0,31,31,6,5,0,0,5.4749329482153914,2.9237290287844693,0,3,0,0,18,16,0,0,0,0,0,3,0.36472625307331874,1.3993809282095686
125.0,63.333333333333336,81.66666666666667,67.5,84.16666666666667,84.16666666666667,55,120,50,45,135,135,-2,649,0.06666666666666668,-0.26666666666666666,-7,-0.06666666666666667,0.03333333333333333,0.06666666666666667,-0.1,0.13333333333333333,13,31,3,6,2,0,2.8066157760814248,2.7380898166451657,0,0,0,0,7,13,0,0,0,0,0,0,-0.1593358674712232,0.8984267910880748
95.83333333333333,80.83333333333333,84.16666666666667,71.66666666666667,103.33333333333333,103.33333333333333,95,55,95,85,125,125,-3,559,0.19999999999999998,0.2,-4,0.2,0.0,-0.03333333333333333,0.06666666666666667,0.0,31,31,5,6,0,0,2.77,3.15,0,0,0,0,8,7,0,0,0,0,0,5,-0.78,0.38095238095238093
118.33333333333333,75.83333333333333,80.83333333333333,71.66666666666667,85.83333333333333,85.83333333333333,50,70,95,180,85,85,0,501,0.0,0.0,1,0.16666666666666666,0.0,-0.03333333333333333,0.0,0.0,31,31,5,5,0,0,3.73,3.93,0,0,0,0,6,16,0,0,0,0,0,6,0.7000000000000001,1.972222222222222
115.83333333333333,80.0,72.5,63.333333333333336,100.0,100.0,55,120,50,45,135,135,5,-108,0.06666666666666667,0.0,-1,0.03333333333333333,0.0,-0.1,0.1,0.0,8,8,2,4,1,1,1.65,1.77,0,2,0,0,21,20,0,0,0,0,1,0,-0.14999999999999986,0.9578651685393257
115.0,74.16666666666667,75.0,69.16666666666667,81.66666666666667,81.66666666666667,60,115,75,85,100,100,-1,-406,0.0,-3.3333333333333335,-2,0.13333333333333333,0.0,0.3,0.0,0.0,4,31,3,4,1,0,2.03,1.45,0,0,0,0,1,13,0,0,0,0,0,6,-0.009999999999999842,0.9967741935483873
87.16666666666667,87.5,84.0,71.33333333333333,101.66666666666667,101.66666666666667,75,110,100,95,70,70,-2,703,0.0,0.9333333333333333,1,0.26666666666666666,0.0,-0.1,0.0,0.0,20,31,2,5,2,0,1.46,2.43,0,0,0,0,12,10,0,0,0,0,0,0,2.02,1.948356807511737
99.16666666666667,93.33333333333333,65.0,62.5,110.83333333333333,110.83333333333333,60,110,65,60,130,130,3,346,-0.23333333333333334,0.13333333333333333,1,0.4,0.06666666666666667,-0.03333333333333333,-0.2,0.0,20,31,2,5,2,0,1.45,2.2399999999999998,0,0,0,0,0,0,0,0,0,0,10,3,-0.6100000000000001,0.6919191919191919
101.66666666666667,68.33333333333333,90.0,81.66666666666667,100.0,100.0,55,120,50,45,135,135,10,234,0.06666666666666665,0.26666666666666666,-5,0.16666666666666666,-0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,10,31,3,6,3,0,2.16,2.19,0,0,0,0,5,5,0,0,0,0,1,2,0.26,1.0899653979238755
116.66666666666667,78.33333333333333,75.0,65.83333333333333,99.16666666666667,99.16666666666667,65,95,50,35,95,95,-4,1259,0.0,0.3333333333333333,-3,0.1,0.0,0.16666666666666666,-0.3,0.0,1,1,3,3,2,1,2.3808049535603715,2.1040080328006026,0,0,0,0,25,6,0,0,0,0,0,8,-1.0503459525036818,0.6556349958032912
120.0,69.16666666666667,82.5,85.83333333333333,95.83333333333333,95.83333333333333,160,30,110,65,65,65,-3,-431,0.033333333333333326,-0.2,-3,0.36666666666666664,0.03333333333333333,-0.13333333333333333,0.06666666666666667,0.0,3,31,4,6,1,0,2.8899999999999997,3.87,0,0,0,0,0,4,0,0,0,0,5,1,-2.5999999999999996,0.1798107255520505
102.5,82.5,72.5,74.16666666666667,98.33333333333333,98.33333333333333,80,45,110,130,55,55,3,5,0.033333333333333326,0.13333333333333333,-1,0.3333333333333333,0.16666666666666666,-0.36666666666666664,-0.06666666666666667,0.0,16,31,2,5,2,0,1.4084074611486133,2.1821159325908535,0,0,0,0,5,10,0,0,0,0,0,1,0.5648372219675287,1.3762923440868262
104.16666666666667,73.33333333333333,67.5,72.5,89.16666666666667,89.16666666666667,65,95,50,35,95,95,4,-1327,0.033333333333333326,0.7333333333333333,-3,0.0,0.0,-0.03333333333333333,-0.13333333333333333,0.0,21,31,2,6,3,0,1.8399999999999999,4.16,0,0,0,0,1,8,0,0,0,0,9,0,-2.039999999999999,0.42696629213483156
132.5,53.333333333333336,70.0,63.333333333333336,94.16666666666667,94.16666666666667,60,110,65,60,130,130,1,-1638,-0.06666666666666668,-0.2,-2,-0.16666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.0,31,31,4,6,0,0,2.15,5.17,1,0,0,0,0,12,0,0,0,0,6,0,-0.7,0.39130434782608703
